Date;Ap;Hoyre;Frp;SV;Sp;KrF;Venstre;MDG;Rodt;Andre
2013-03-09;35.4;26.2;16.4;2.5;5.2;4.7;4.9;1.9;1.2;1.6
2013-08-19;32.4;30.5;16.5;2.1;4.2;4.9;4.0;3.4;1.0;1.0
